Smiles,Name,Names,InChi
N[C@@H](CN(C(=O)c1coc(Br)c1)C1CCOCC1)C(=O)O,RVP,RVP,"InChI=1S/C13H17BrN2O5/c14-11-5-8(7-21-11)12(17)16(6-10(15)13(18)19)9-1-3-20-4-2-9/h5,7,9-10H,1-4,6,15H2,(H,18,19)/t10-/m0/s1"
N[C@@H]([C@@](CC)(C)NC(=O)c1cccc(CC#N)c1)C(=O)O,DZQ,DZQ,"InChI=1S/C15H19N3O3/c1-3-15(2,12(17)14(20)21)18-13(19)11-6-4-5-10(9-11)7-8-16/h4-6,9,12H,3,7,17H2,1-2H3,(H,18,19)(H,20,21)/t12-,15+/m1/s1"
N[C@@H]([C@@](CC)(C)NC(=O)[C@@H]1CC(=O)N(C(C)C)C1)C(=O)O,XFV,XFV,"InChI=1S/C14H25N3O4/c1-5-14(4,11(15)13(20)21)16-12(19)9-6-10(18)17(7-9)8(2)3/h8-9,11H,5-7,15H2,1-4H3,(H,16,19)(H,20,21)/t9-,11-,14+/m1/s1"
N[C@@H]([C@@](CC)(C)NC(=O)c1cccc2c1OCO2)C(=O)O,2HJ,2HJ,"InChI=1S/C14H18N2O5/c1-3-14(2,11(15)13(18)19)16-12(17)8-5-4-6-9-10(8)21-7-20-9/h4-6,11H,3,7,15H2,1-2H3,(H,16,17)(H,18,19)/t11-,14+/m1/s1"
N[C@@H](CN(C)C(=O)c1c(Cl)c2ccccc2n1C)C(=O)O,5BU,5BU,"InChI=1S/C14H16ClN3O3/c1-17(7-9(16)14(20)21)13(19)12-11(15)8-5-3-4-6-10(8)18(12)2/h3-6,9H,7,16H2,1-2H3,(H,20,21)/t9-/m0/s1"
N[C@@H](CN(C)C(=O)c1csc(c2cnn(C)c2)n1)C(=O)O,NJO,NJO,"InChI=1S/C12H15N5O3S/c1-16(5-8(13)12(19)20)11(18)9-6-21-10(15-9)7-3-14-17(2)4-7/h3-4,6,8H,5,13H2,1-2H3,(H,19,20)/t8-/m0/s1"
N[C@@H](CN(C(=O)Cc1c2cccc(C)c2[nH]c1)C)C(=O)O,ANG,ANG,"InChI=1S/C15H19N3O3/c1-9-4-3-5-11-10(7-17-14(9)11)6-13(19)18(2)8-12(16)15(20)21/h3-5,7,12,17H,6,8,16H2,1-2H3,(H,20,21)/t12-/m0/s1"
N[C@@H](CN(C(=O)c1c(SC(C)C)cccc1)C)C(=O)O,BDG,BDG,"InChI=1S/C14H20N2O3S/c1-9(2)20-12-7-5-4-6-10(12)13(17)16(3)8-11(15)14(18)19/h4-7,9,11H,8,15H2,1-3H3,(H,18,19)/t11-/m0/s1"
N[C@@H](CN(C(=O)Cc1ccc(C)s1)C)C(=O)O,UEP,UEP,"InChI=1S/C11H16N2O3S/c1-7-3-4-8(17-7)5-10(14)13(2)6-9(12)11(15)16/h3-4,9H,5-6,12H2,1-2H3,(H,15,16)/t9-/m0/s1"
N[C@@H](CN(C(=O)c1c(CC)c(c([nH]1)C)C(=O)C)C)C(=O)O,LPY,LPY,"InChI=1S/C14H21N3O4/c1-5-9-11(8(3)18)7(2)16-12(9)13(19)17(4)6-10(15)14(20)21/h10,16H,5-6,15H2,1-4H3,(H,20,21)/t10-/m0/s1"
N[C@@H](CN(C)C(=O)Cc1coc(c2cccs2)n1)C(=O)O,WVN,WVN,"InChI=1S/C13H15N3O4S/c1-16(6-9(14)13(18)19)11(17)5-8-7-20-12(15-8)10-3-2-4-21-10/h2-4,7,9H,5-6,14H2,1H3,(H,18,19)/t9-/m0/s1"
N[C@@H](CN(C(=O)c1c(C)c2c(o1)c(C)ccc2)C)C(=O)O,DVZ,DVZ,"InChI=1S/C15H18N2O4/c1-8-5-4-6-10-9(2)13(21-12(8)10)14(18)17(3)7-11(16)15(19)20/h4-6,11H,7,16H2,1-3H3,(H,19,20)/t11-/m0/s1"
N[C@@H](CN(C)C(=O)[C@@H]1C[C@H]1c1cc(Cl)cc(Cl)c1)C(=O)O,F0Z,F0Z,"InChI=1S/C14H16Cl2N2O3/c1-18(6-12(17)14(20)21)13(19)11-5-10(11)7-2-8(15)4-9(16)3-7/h2-4,10-12H,5-6,17H2,1H3,(H,20,21)/t10-,11+,12-/m0/s1"
N[C@@H]([C@@H]1CN(C(=O)CCc2ccsc2)CCO1)C(=O)O,TNJ,TNJ,"InChI=1S/C13H18N2O4S/c14-12(13(17)18)10-7-15(4-5-19-10)11(16)2-1-9-3-6-20-8-9/h3,6,8,10,12H,1-2,4-5,7,14H2,(H,17,18)/t10-,12-/m0/s1"
N[C@@H]([C@@H]1CN(C(=O)COC[C@H]2CCCO2)CCO1)C(=O)O,480,480,"InChI=1S/C13H22N2O6/c14-12(13(17)18)10-6-15(3-5-21-10)11(16)8-19-7-9-2-1-4-20-9/h9-10,12H,1-8,14H2,(H,17,18)/t9-,10+,12+/m1/s1"
N[C@@H]([C@H]1OCCN(C(=O)[C@H]2N(C(=O)C)CSC2)C1)C(=O)O,754,754,"InChI=1S/C12H19N3O5S/c1-7(16)15-6-21-5-8(15)11(17)14-2-3-20-9(4-14)10(13)12(18)19/h8-10H,2-6,13H2,1H3,(H,18,19)/t8-,9-,10-/m0/s1"
N[C@@H](Cc1ccc(NC(=O)[C@@H]2COCCO2)cc1)C(=O)O,KSV,KSV,"InChI=1S/C14H18N2O5/c15-11(14(18)19)7-9-1-3-10(4-2-9)16-13(17)12-8-20-5-6-21-12/h1-4,11-12H,5-8,15H2,(H,16,17)(H,18,19)/t11-,12-/m0/s1"
N[C@@H](CNC(=O)c1sc2nc(N(C)C)sc2c1)C(=O)O,SWO,SWO,"InChI=1S/C11H14N4O3S2/c1-15(2)11-14-9-7(20-11)3-6(19-9)8(16)13-4-5(12)10(17)18/h3,5H,4,12H2,1-2H3,(H,13,16)(H,17,18)/t5-/m0/s1"
N[C@@H](CNC(=O)c1c(C)oc(c2cnn(C)c2)n1)C(=O)O,PU8,PU8,"InChI=1S/C12H15N5O4/c1-6-9(10(18)14-4-8(13)12(19)20)16-11(21-6)7-3-15-17(2)5-7/h3,5,8H,4,13H2,1-2H3,(H,14,18)(H,19,20)/t8-/m0/s1"
N[C@@H](CNC(=O)c1cc2c(s1)CCOC2)C(=O)O,28Z,28Z,"InChI=1S/C11H14N2O4S/c12-7(11(15)16)4-13-10(14)9-3-6-5-17-2-1-8(6)18-9/h3,7H,1-2,4-5,12H2,(H,13,14)(H,15,16)/t7-/m0/s1"
N[C@@H](CNC(=O)[C@H]1N(C(=O)C(C)(C)C)CSC1)C(=O)O,V5G,V5G,"InChI=1S/C12H21N3O4S/c1-12(2,3)11(19)15-6-20-5-8(15)9(16)14-4-7(13)10(17)18/h7-8H,4-6,13H2,1-3H3,(H,14,16)(H,17,18)/t7-,8-/m0/s1"
N[C@@H](CNC(=O)c1c(OC)ncnc1OC)C(=O)O,5A2,5A2,"InChI=1S/C10H14N4O5/c1-18-8-6(9(19-2)14-4-13-8)7(15)12-3-5(11)10(16)17/h4-5H,3,11H2,1-2H3,(H,12,15)(H,16,17)/t5-/m0/s1"
N[C@@H](CNC(=O)c1c(C)n(nc1)c1ccccn1)C(=O)O,1PV,1PV,"InChI=1S/C13H15N5O3/c1-8-9(12(19)16-7-10(14)13(20)21)6-17-18(8)11-4-2-3-5-15-11/h2-6,10H,7,14H2,1H3,(H,16,19)(H,20,21)/t10-/m0/s1"
N[C@@H](CNC(=O)[C@H]1CC[C@H](C(F)(F)F)NC1=O)C(=O)O,YMK,YMK,"InChI=1S/C10H14F3N3O4/c11-10(12,13)6-2-1-4(8(18)16-6)7(17)15-3-5(14)9(19)20/h4-6H,1-3,14H2,(H,15,17)(H,16,18)(H,19,20)/t4-,5+,6-/m1/s1"
N[C@@H](CNC(=O)[C@H]1[C@H](C)c2ccccc2O1)C(=O)O,D4H,D4H,"InChI=1S/C13H16N2O4/c1-7-8-4-2-3-5-10(8)19-11(7)12(16)15-6-9(14)13(17)18/h2-5,7,9,11H,6,14H2,1H3,(H,15,16)(H,17,18)/t7-,9+,11-/m1/s1"
N[C@@H](CNC(=O)CN1CCOc2ccc(Cl)cc12)C(=O)O,YWC,YWC,"InChI=1S/C13H16ClN3O4/c14-8-1-2-11-10(5-8)17(3-4-21-11)7-12(18)16-6-9(15)13(19)20/h1-2,5,9H,3-4,6-7,15H2,(H,16,18)(H,19,20)/t9-/m0/s1"
N[C@@H](CN(C)C(=O)[C@@H]1CC(=O)N(c2cn[nH]c2)C1)C(=O)O,WKZ,WKZ,"InChI=1S/C12H17N5O4/c1-16(6-9(13)12(20)21)11(19)7-2-10(18)17(5-7)8-3-14-15-4-8/h3-4,7,9H,2,5-6,13H2,1H3,(H,14,15)(H,20,21)/t7-,9+/m1/s1"
N[C@@H](CN(C(=O)[C@H]1[N@@](CCC)CCCC1)C)C(=O)O,IEC,IEC,"InChI=1S/C13H25N3O3/c1-3-7-16-8-5-4-6-11(16)12(17)15(2)9-10(14)13(18)19/h10-11H,3-9,14H2,1-2H3,(H,18,19)/t10-,11-/m0/s1"
N[C@@H](CN(C(=O)c1cc(S(=O)(=O)NC)oc1C)C)C(=O)O,EYS,EYS,"InChI=1S/C11H17N3O6S/c1-6-7(4-9(20-6)21(18,19)13-2)10(15)14(3)5-8(12)11(16)17/h4,8,13H,5,12H2,1-3H3,(H,16,17)/t8-/m0/s1"
N[C@@H](CN(C(=O)c1cnc2[nH]nc(C)c2c1)C)C(=O)O,AES,AES,"InChI=1S/C12H15N5O3/c1-6-8-3-7(4-14-10(8)16-15-6)11(18)17(2)5-9(13)12(19)20/h3-4,9H,5,13H2,1-2H3,(H,19,20)(H,14,15,16)/t9-/m0/s1"
N[C@@H](CN(C)C(=O)c1ccc2ccc(Cl)cc2n1)C(=O)O,LF5,LF5,"InChI=1S/C14H14ClN3O3/c1-18(7-10(16)14(20)21)13(19)11-5-3-8-2-4-9(15)6-12(8)17-11/h2-6,10H,7,16H2,1H3,(H,20,21)/t10-/m0/s1"
N[C@@H](CN(C)C(=O)C1(Cc2ccccc2)CCC1)C(=O)O,I3H,I3H,"InChI=1S/C16H22N2O3/c1-18(11-13(17)14(19)20)15(21)16(8-5-9-16)10-12-6-3-2-4-7-12/h2-4,6-7,13H,5,8-11,17H2,1H3,(H,19,20)/t13-/m0/s1"
N[C@@H](CN(C)C(=O)c1cccc2c1OCC(=O)N2)C(=O)O,GTJ,GTJ,"InChI=1S/C13H15N3O5/c1-16(5-8(14)13(19)20)12(18)7-3-2-4-9-11(7)21-6-10(17)15-9/h2-4,8H,5-6,14H2,1H3,(H,15,17)(H,19,20)/t8-/m0/s1"
N[C@@H](CN(CC)C(=O)C1(c2cccc(Cl)c2)CC1)C(=O)O,PYE,PYE,"InChI=1S/C15H19ClN2O3/c1-2-18(9-12(17)13(19)20)14(21)15(6-7-15)10-4-3-5-11(16)8-10/h3-5,8,12H,2,6-7,9,17H2,1H3,(H,19,20)/t12-/m0/s1"
N[C@@H](CN(C(=O)Cc1ccsc1)C1CCOCC1)C(=O)O,Z5D,Z5D,"InChI=1S/C14H20N2O4S/c15-12(14(18)19)8-16(11-1-4-20-5-2-11)13(17)7-10-3-6-21-9-10/h3,6,9,11-12H,1-2,4-5,7-8,15H2,(H,18,19)/t12-/m0/s1"
N[C@@H]([C@@](CC)(C)NC(=O)Cc1ccsc1)C(=O)O,520,520,"InChI=1S/C12H18N2O3S/c1-3-12(2,10(13)11(16)17)14-9(15)6-8-4-5-18-7-8/h4-5,7,10H,3,6,13H2,1-2H3,(H,14,15)(H,16,17)/t10-,12+/m1/s1"
N[C@@H]([C@H](c1ccc(SC)cc1)NC(=O)C1CCC1)C(=O)O,HAR,HAR,"InChI=1S/C15H20N2O3S/c1-21-11-7-5-9(6-8-11)13(12(16)15(19)20)17-14(18)10-3-2-4-10/h5-8,10,12-13H,2-4,16H2,1H3,(H,17,18)(H,19,20)/t12-,13-/m0/s1"
N[C@@H](CCOc1ccc(S(=O)(=O)N(C)C)cc1F)C(=O)O,NM8,NM8,"InChI=1S/C12H17FN2O5S/c1-15(2)21(18,19)8-3-4-11(9(13)7-8)20-6-5-10(14)12(16)17/h3-4,7,10H,5-6,14H2,1-2H3,(H,16,17)/t10-/m0/s1"
N[C@@H](c1n(C)cc(S(=O)(=O)N)c1)C(=O)O,RDY,RDY,"InChI=1S/C7H11N3O4S/c1-10-3-4(15(9,13)14)2-5(10)6(8)7(11)12/h2-3,6H,8H2,1H3,(H,11,12)(H2,9,13,14)/t6-/m0/s1"
N[C@@H]([C@@]1(C)C[C@H]1c1ccccc1)C(=O)O,XWE,XWE,"InChI=1S/C12H15NO2/c1-12(10(13)11(14)15)7-9(12)8-5-3-2-4-6-8/h2-6,9-10H,7,13H2,1H3,(H,14,15)/t9-,10+,12-/m0/s1"
N[C@@H](c1c(ccc(C(OC)OC)c1)F)C(=O)O,GUE,GUE,"InChI=1S/C11H14FNO4/c1-16-11(17-2)6-3-4-8(12)7(5-6)9(13)10(14)15/h3-5,9,11H,13H2,1-2H3,(H,14,15)/t9-/m0/s1"
N[C@@H](CC(=O)c1ccc(S(=O)(=O)C)nc1)C(=O)O,Z3R,Z3R,"InChI=1S/C10H12N2O5S/c1-18(16,17)9-3-2-6(5-12-9)8(13)4-7(11)10(14)15/h2-3,5,7H,4,11H2,1H3,(H,14,15)/t7-/m0/s1"
N[C@@H](c1c(CCC(=O)OC)noc1)C(=O)O,3YZ,3YZ,"InChI=1S/C9H12N2O5/c1-15-7(12)3-2-6-5(4-16-11-6)8(10)9(13)14/h4,8H,2-3,10H2,1H3,(H,13,14)/t8-/m0/s1"
N[C@@H](c1cc2c([nH]c1=O)CCOC2)C(=O)O,5CI,5CI,"InChI=1S/C10H12N2O4/c11-8(10(14)15)6-3-5-4-16-2-1-7(5)12-9(6)13/h3,8H,1-2,4,11H2,(H,12,13)(H,14,15)/t8-/m0/s1"
N[C@@H]([C@@H]1CC[C@H](CC[C@@H](CC)C)CC1)C(=O)O,7EB,7EB,"InChI=1S/C14H27NO2/c1-3-10(2)4-5-11-6-8-12(9-7-11)13(15)14(16)17/h10-13H,3-9,15H2,1-2H3,(H,16,17)/t10-,11-,12+,13+/m1/s1"
N[C@@H]([C@H]1N(C)C(=O)c2ccccc12)C(=O)O,5CN,5CN,"InChI=1S/C11H12N2O3/c1-13-9(8(12)11(15)16)6-4-2-3-5-7(6)10(13)14/h2-5,8-9H,12H2,1H3,(H,15,16)/t8-,9-/m0/s1"
N[C@@H](c1sc(N2CCCC2)nc1c1ccco1)C(=O)O,9Z0,9Z0,"InChI=1S/C13H15N3O3S/c14-9(12(17)18)11-10(8-4-3-7-19-8)15-13(20-11)16-5-1-2-6-16/h3-4,7,9H,1-2,5-6,14H2,(H,17,18)/t9-/m0/s1"
N[C@@H](c1c(c(cc(C)c1)Br)Cl)C(=O)O,A29,A29,"InChI=1S/C9H9BrClNO2/c1-4-2-5(8(12)9(13)14)7(11)6(10)3-4/h2-3,8H,12H2,1H3,(H,13,14)/t8-/m0/s1"
N[C@@H](c1cccc2nccc(C)c12)C(=O)O,IJA,IJA,"InChI=1S/C12H12N2O2/c1-7-5-6-14-9-4-2-3-8(10(7)9)11(13)12(15)16/h2-6,11H,13H2,1H3,(H,15,16)/t11-/m0/s1"
N[C@@H](c1cc(Br)cc(Cl)c1C(=O)O)C(=O)O,0TH,0TH,"InChI=1S/C9H7BrClNO4/c10-3-1-4(7(12)9(15)16)6(8(13)14)5(11)2-3/h1-2,7H,12H2,(H,13,14)(H,15,16)/t7-/m0/s1"
N[C@@H](c1ncc(Br)c2ccccc12)C(=O)O,4V2,4V2,"InChI=1S/C11H9BrN2O2/c12-8-5-14-10(9(13)11(15)16)7-4-2-1-3-6(7)8/h1-5,9H,13H2,(H,15,16)/t9-/m0/s1"
N[C@@H](c1nc(C(F)(F)F)ccc1C(=O)O)C(=O)O,NQY,NQY,"InChI=1S/C9H7F3N2O4/c10-9(11,12)4-2-1-3(7(15)16)6(14-4)5(13)8(17)18/h1-2,5H,13H2,(H,15,16)(H,17,18)/t5-/m0/s1"
N[C@@H](c1nc(N)[nH]c(=O)c1Cl)C(=O)O,2MR,2MR,"InChI=1S/C6H7ClN4O3/c7-1-3(2(8)5(13)14)10-6(9)11-4(1)12/h2H,8H2,(H,13,14)(H3,9,10,11,12)/t2-/m0/s1"
N[C@@H](c1c(C(=O)OC)ccc(c2ccncc2)n1)C(=O)O,3PK,3PK,"InChI=1S/C14H13N3O4/c1-21-14(20)9-2-3-10(8-4-6-16-7-5-8)17-12(9)11(15)13(18)19/h2-7,11H,15H2,1H3,(H,18,19)/t11-/m0/s1"
N[C@@H](Cc1nc(C2CC2)n2ccccc12)C(=O)O,BCM,BCM,"InChI=1S/C13H15N3O2/c14-9(13(17)18)7-10-11-3-1-2-6-16(11)12(15-10)8-4-5-8/h1-3,6,8-9H,4-5,7,14H2,(H,17,18)/t9-/m0/s1"
N[C@@H](c1cc2n(nc(OCC(C)C)c2cc1)C)C(=O)O,ZHM,ZHM,"InChI=1S/C14H19N3O3/c1-8(2)7-20-13-10-5-4-9(12(15)14(18)19)6-11(10)17(3)16-13/h4-6,8,12H,7,15H2,1-3H3,(H,18,19)/t12-/m0/s1"
N[C@@H](CSc1ccc2n(nc(OC)c2c1)C)C(=O)O,VMS,VMS,"InChI=1S/C12H15N3O3S/c1-15-10-4-3-7(19-6-9(13)12(16)17)5-8(10)11(14-15)18-2/h3-5,9H,6,13H2,1-2H3,(H,16,17)/t9-/m0/s1"
N[C@@H](c1c(C(=O)OCC)c(Cl)ccn1)C(=O)O,8DG,8DG,"InChI=1S/C10H11ClN2O4/c1-2-17-10(16)6-5(11)3-4-13-8(6)7(12)9(14)15/h3-4,7H,2,12H2,1H3,(H,14,15)/t7-/m0/s1"
N[C@@H]([C@H]1C(=O)N(CCCOC)C(=S)N1)C(=O)O,L1G,L1G,"InChI=1S/C9H15N3O4S/c1-16-4-2-3-12-7(13)6(11-9(12)17)5(10)8(14)15/h5-6H,2-4,10H2,1H3,(H,11,17)(H,14,15)/t5-,6-/m0/s1"
N[C@@H](c1c(C(F)(F)F)nc2ncccn12)C(=O)O,6R4,6R4,"InChI=1S/C9H7F3N4O2/c10-9(11,12)6-5(4(13)7(17)18)16-3-1-2-14-8(16)15-6/h1-4H,13H2,(H,17,18)/t4-/m0/s1"
N[C@@H](c1ncc(c2cc(Cl)c(Cl)cc2Cl)cc1F)C(=O)O,HBX,HBX,"InChI=1S/C13H8Cl3FN2O2/c14-7-3-9(16)8(15)2-6(7)5-1-10(17)12(19-4-5)11(18)13(20)21/h1-4,11H,18H2,(H,20,21)/t11-/m0/s1"
N[C@@H](c1ccc(c2cc(Cl)c(Cl)cc2Cl)c(F)n1)C(=O)O,D01,D01,"InChI=1S/C13H8Cl3FN2O2/c14-7-4-9(16)8(15)3-6(7)5-1-2-10(19-12(5)17)11(18)13(20)21/h1-4,11H,18H2,(H,20,21)/t11-/m0/s1"
N[C@@H](CCC(=O)c1cc(F)ccc1OC(F)F)C(=O)O,I6P,I6P,"InChI=1S/C12H12F3NO4/c13-6-1-4-10(20-12(14)15)7(5-6)9(17)3-2-8(16)11(18)19/h1,4-5,8,12H,2-3,16H2,(H,18,19)/t8-/m0/s1"
N[C@@H](CCC(=O)c1cc(O)cc(C(F)F)c1)C(=O)O,UEL,UEL,"InChI=1S/C12H13F2NO4/c13-11(14)7-3-6(4-8(16)5-7)10(17)2-1-9(15)12(18)19/h3-5,9,11,16H,1-2,15H2,(H,18,19)/t9-/m0/s1"
N[C@@H](CCC(=O)c1cc(O)ccc1C(F)(F)F)C(=O)O,ROP,ROP,"InChI=1S/C12H12F3NO4/c13-12(14,15)8-2-1-6(17)5-7(8)10(18)4-3-9(16)11(19)20/h1-2,5,9,17H,3-4,16H2,(H,19,20)/t9-/m0/s1"
N[C@@H](CCc1c(O)cccc1C(F)F)C(=O)O,XW8,XW8,"InChI=1S/C11H13F2NO3/c12-10(13)7-2-1-3-9(15)6(7)4-5-8(14)11(16)17/h1-3,8,10,15H,4-5,14H2,(H,16,17)/t8-/m0/s1"
N[C@@H](CCc1ccc(F)cc1C(F)(F)F)C(=O)O,09A,09A,"InChI=1S/C11H11F4NO2/c12-7-3-1-6(2-4-9(16)10(17)18)8(5-7)11(13,14)15/h1,3,5,9H,2,4,16H2,(H,17,18)/t9-/m0/s1"
N[C@@H](c1c(N)ncc(c2cccc(F)c2F)c1)C(=O)O,1NQ,1NQ,"InChI=1S/C13H11F2N3O2/c14-9-3-1-2-7(10(9)15)6-4-8(11(16)13(19)20)12(17)18-5-6/h1-5,11H,16H2,(H2,17,18)(H,19,20)/t11-/m0/s1"
N[C@@H](c1nc(c2cccc(F)c2F)ccc1Cl)C(=O)O,5HC,5HC,"InChI=1S/C13H9ClF2N2O2/c14-7-4-5-9(18-12(7)11(17)13(19)20)6-2-1-3-8(15)10(6)16/h1-5,11H,17H2,(H,19,20)/t11-/m0/s1"
N[C@@H](c1c[nH]c(=O)c(c2cccc(F)c2F)c1)C(=O)O,HW1,HW1,"InChI=1S/C13H10F2N2O3/c14-9-3-1-2-7(10(9)15)8-4-6(5-17-12(8)18)11(16)13(19)20/h1-5,11H,16H2,(H,17,18)(H,19,20)/t11-/m0/s1"
N[C@@H](c1c(OC)cncc1c1cccc(F)c1F)C(=O)O,6LG,6LG,"InChI=1S/C14H12F2N2O3/c1-21-10-6-18-5-8(11(10)13(17)14(19)20)7-3-2-4-9(15)12(7)16/h2-6,13H,17H2,1H3,(H,19,20)/t13-/m0/s1"
N[C@@H](Cc1cc(CC(=O)O)c2ccccc2c1)C(=O)O,PDR,PDR,"InChI=1S/C15H15NO4/c16-13(15(19)20)7-9-5-10-3-1-2-4-12(10)11(6-9)8-14(17)18/h1-6,13H,7-8,16H2,(H,17,18)(H,19,20)/t13-/m0/s1"
N[C@@H](c1ccc2c(C(F)F)cccc2c1)C(=O)O,V4L,V4L,"InChI=1S/C13H11F2NO2/c14-12(15)10-3-1-2-7-6-8(4-5-9(7)10)11(16)13(17)18/h1-6,11-12H,16H2,(H,17,18)/t11-/m0/s1"
N[C@@H](Cc1ccc2ccc(C(=O)OCC)cc2c1)C(=O)O,R7H,R7H,"InChI=1S/C16H17NO4/c1-2-21-16(20)12-6-5-11-4-3-10(7-13(11)9-12)8-14(17)15(18)19/h3-7,9,14H,2,8,17H2,1H3,(H,18,19)/t14-/m0/s1"
N[C@@H](Cc1cccc2ccc(CC(=O)OC)cc12)C(=O)O,ENU,ENU,"InChI=1S/C16H17NO4/c1-21-15(18)8-10-5-6-11-3-2-4-12(13(11)7-10)9-14(17)16(19)20/h2-7,14H,8-9,17H2,1H3,(H,19,20)/t14-/m0/s1"
N[C@@H](c1cccc2c(OC(F)(F)F)cccc12)C(=O)O,PF4,PF4,"InChI=1S/C13H10F3NO3/c14-13(15,16)20-10-6-2-3-7-8(10)4-1-5-9(7)11(17)12(18)19/h1-6,11H,17H2,(H,18,19)/t11-/m0/s1"
N[C@@H](c1nc2cc(OC(F)F)ccc2s1)C(=O)O,1PR,1PR,"InChI=1S/C10H8F2N2O3S/c11-10(12)17-4-1-2-6-5(3-4)14-8(18-6)7(13)9(15)16/h1-3,7,10H,13H2,(H,15,16)/t7-/m0/s1"
N[C@@H](c1ccnc2cc[nH]c12)C(=O)O,HD6,HD6,"InChI=1S/C9H9N3O2/c10-7(9(13)14)5-1-3-11-6-2-4-12-8(5)6/h1-4,7,12H,10H2,(H,13,14)/t7-/m0/s1"
N[C@@H](c1cccc2cc(O)cnc12)C(=O)O,DL6,DL6,"InChI=1S/C11H10N2O3/c12-9(11(15)16)8-3-1-2-6-4-7(14)5-13-10(6)8/h1-5,9,14H,12H2,(H,15,16)/t9-/m0/s1"
N[C@@H](c1ccc2[nH]ccc(=O)c2c1)C(=O)O,U1J,U1J,"InChI=1S/C11H10N2O3/c12-10(11(15)16)6-1-2-8-7(5-6)9(14)3-4-13-8/h1-5,10H,12H2,(H,13,14)(H,15,16)/t10-/m0/s1"
N[C@@H](c1ccnc2[nH]c(c3ccccc3)cc12)C(=O)O,JH1,JH1,"InChI=1S/C15H13N3O2/c16-13(15(19)20)10-6-7-17-14-11(10)8-12(18-14)9-4-2-1-3-5-9/h1-8,13H,16H2,(H,17,18)(H,19,20)/t13-/m0/s1"
N[C@@H](c1cc2cc(c3ccccc3)cnc2[nH]1)C(=O)O,5BA,5BA,"InChI=1S/C15H13N3O2/c16-13(15(19)20)12-7-10-6-11(8-17-14(10)18-12)9-4-2-1-3-5-9/h1-8,13H,16H2,(H,17,18)(H,19,20)/t13-/m0/s1"
N[C@@H](c1c(c2ccccc2)cnc2[nH]ccc12)C(=O)O,U6M,U6M,"InChI=1S/C15H13N3O2/c16-13(15(19)20)12-10-6-7-17-14(10)18-8-11(12)9-4-2-1-3-5-9/h1-8,13H,16H2,(H,17,18)(H,19,20)/t13-/m0/s1"
N[C@@H](c1ncccc1c1cccc(C(F)(F)F)c1)C(=O)O,TVA,TVA,"InChI=1S/C14H11F3N2O2/c15-14(16,17)9-4-1-3-8(7-9)10-5-2-6-19-12(10)11(18)13(20)21/h1-7,11H,18H2,(H,20,21)/t11-/m0/s1"
N[C@@H](c1ncncc1c1cc(Cl)cc(Cl)c1)C(=O)O,MGI,MGI,"InChI=1S/C12H9Cl2N3O2/c13-7-1-6(2-8(14)3-7)9-4-16-5-17-11(9)10(15)12(18)19/h1-5,10H,15H2,(H,18,19)/t10-/m0/s1"
N[C@@H](Cc1cc(c2ccc(Cl)cc2Cl)ccc1Cl)C(=O)O,TV8,TV8,"InChI=1S/C15H12Cl3NO2/c16-10-2-3-11(13(18)7-10)8-1-4-12(17)9(5-8)6-14(19)15(20)21/h1-5,7,14H,6,19H2,(H,20,21)/t14-/m0/s1"
N[C@@H](c1c(ccc(N)n1)c1cc(Cl)ccc1Cl)C(=O)O,EY2,EY2,"InChI=1S/C13H11Cl2N3O2/c14-6-1-3-9(15)8(5-6)7-2-4-10(16)18-12(7)11(17)13(19)20/h1-5,11H,17H2,(H2,16,18)(H,19,20)/t11-/m0/s1"
N[C@@H](c1c(N)ccc(OC(F)(F)F)n1)C(=O)O,L8S,L8S,"InChI=1S/C8H8F3N3O3/c9-8(10,11)17-4-2-1-3(12)6(14-4)5(13)7(15)16/h1-2,5H,12-13H2,(H,15,16)/t5-/m0/s1"
N[C@@H](Cc1ccc(Cl)c(OC(F)(F)F)n1)C(=O)O,EYX,EYX,"InChI=1S/C9H8ClF3N2O3/c10-5-2-1-4(3-6(14)8(16)17)15-7(5)18-9(11,12)13/h1-2,6H,3,14H2,(H,16,17)/t6-/m0/s1"
N[C@@H](c1c(OC)c(CN)cc(C(F)F)n1)C(=O)O,JDC,JDC,"InChI=1S/C10H13F2N3O3/c1-18-8-4(3-13)2-5(9(11)12)15-7(8)6(14)10(16)17/h2,6,9H,3,13-14H2,1H3,(H,16,17)/t6-/m0/s1"
N[C@@H](Cc1cc(C#N)c(nc1)OC(F)(F)F)C(=O)O,DTE,DTE,"InChI=1S/C10H8F3N3O3/c11-10(12,13)19-8-6(3-14)1-5(4-16-8)2-7(15)9(17)18/h1,4,7H,2,15H2,(H,17,18)/t7-/m0/s1"
N[C@@H](c1c(O)ccnc1OC(F)(F)F)C(=O)O,HLU,HLU,"InChI=1S/C8H7F3N2O4/c9-8(10,11)17-6-4(5(12)7(15)16)3(14)1-2-13-6/h1-2,5H,12H2,(H,13,14)(H,15,16)/t5-/m0/s1"
N[C@@H](c1cc(O)cc(OC(F)(F)F)n1)C(=O)O,LW1,LW1,"InChI=1S/C8H7F3N2O4/c9-8(10,11)17-5-2-3(14)1-4(13-5)6(12)7(15)16/h1-2,6H,12H2,(H,13,14)(H,15,16)/t6-/m0/s1"
